ranked languages,root language,second language,word,word count
"French,Norse,Old French,Greek,Sanskrit,Latin",French,Norse,low,27
"French,Latin,Old French,Greek",French,Latin,matter,27
,,,milly,27
"English,American English,Germanic,Sanskrit,German,Old French,French,Irish,Welsh,Greek,Latin,Old Norse,Norse,Old English",English,American English,nine,27
,,,north,27
,,,pass,27
"Sanskrit,Norse,Old Norse,French,Latin,Greek,Old French",Sanskrit,Norse,run,27
,,,sand,27
French,French,,themselves,27
,,,tom,27
,,,wo,27
,,,—do,27
,,,caffrey,26
,,,goulding,26
"Old Norse,Sanskrit,Norse,Old French,French,Greek,Latin",Old Norse,Sanskrit,hell,26
"French,Greek,Old French,Sanskrit,Latin",French,Greek,hour,26
,,,kelleher,26
"Norse,German,Sanskrit,Old French,French,Latin,Greek,Old Norse",Norse,German,leave,26
,,,lifted,26
"French,Norse,Greek,Old French,Sanskrit,Latin",French,Norse,loose,26
"Greek,German,Old French,French,Sanskrit,Latin,Old Norse,Norse",Greek,German,lot,26
"French,Latin,Old French,Greek",French,Latin,mine,26
"Old French,French",Old French,French,mirror,26
"French,Old French,Norse,Sanskrit,Greek,Latin,Old Norse",French,Old French,please,26
French,French,,private,26
,,,sent,26
,,,someone,26
"Norse,Old French,French,Greek,Latin,Sanskrit",Norse,Old French,spoke,26
"French,Latin,Old French,Greek,Sanskrit,Norse",French,Latin,art,25
,,,breen,25
French,French,,carriage,25
,,,clean,25
"Old French,French",Old French,French,corny,25
"German,Old Norse,Old French,French,Latin,Greek,Norse,Sanskrit",German,Old Norse,eat,25
French,French,,editor,25
"French,Old French",French,Old French,female,25
"French,Greek,Old French",French,Greek,figure,25
"French,Old French",French,Old French,given,25
,,,letters,25
"French,Old French",French,Old French,opposite,25
"German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",German,Old Norse,play,25
"French,Old French",French,Old French,question,25
French,French,,quiet,25
"Latin,French,Old French,Greek",Latin,French,shadow,25
"Old English,Welsh,Sanskrit,German,Old French,French,Greek,Latin,Old Norse,Norse,English,Germanic,American English",Old English,Welsh,silver,25
,,,small,25
"Latin,French,Old French,Greek",Latin,French,smile,25
,,,smiling,25
"Sanskrit,Old French,Norse,French,Latin,Greek",Sanskrit,Old French,soon,25
"French,Old French,Greek",French,Old French,square,25
,,,standing,25
French,French,,stone,25
,,,stop,25
,,,t,25
,,,—how,25
French,French,,account,24
"French,Old French,Greek,Latin",French,Old French,age,24
"Old French,Latin,Greek,French",Old French,Latin,ball,24
,,,bore,24
"Old Norse,Norse,Old French,French,Greek,Sanskrit,Latin",Old Norse,Norse,bring,24
"Old French,French",Old French,French,business,24
"French,Greek,Old French,Sanskrit,Norse,Latin",French,Greek,card,24
"French,Old French,Latin,Greek",French,Old French,cry,24
"Latin,Old Norse,Old French,Norse,German,French,Sanskrit,Greek",Latin,Old Norse,devil,24
"Norse,Old French,French,Greek,Latin,Sanskrit",Norse,Old French,forget,24
"German,Norse,Old French,French,Greek,Sanskrit,Latin,Old Norse,English,Germanic",German,Norse,fresh,24
"French,Greek,Old French",French,Greek,general,24
,,,george,24
"French,Old French",French,Old French,gob,24
,,,holding,24
,,,host,24
"Sanskrit,German,Old French,French,Greek,Latin,Old Norse,Norse",Sanskrit,German,hot,24
"French,Old French",French,Old French,instant,24
"Latin,Old French,Sanskrit,Greek,French",Latin,Old French,law,24
"Old French,French",Old French,French,least,24
,,,less,24
,,,making,24
,,,marion,24
"French,Old French,Greek",French,Old French,pay,24
French,French,,reading,24
,,,rev,24
,,,rocks,24
,,,royal,24
,,,shakespeare,24
,,,silence,24
,,,simply,24
,,,skin,24
"Greek,Norse,Old French,Old Norse,French,Sanskrit,Latin",Greek,Norse,stick,24
"Germanic,Latin,Sanskrit,Old French,French,English,Greek,Norse,German,Old Norse",Germanic,Latin,summer,24
,,,thinking,24
French,French,,trouble,24
,,,trying,24
French,French,,whose,24
,,,within,24
"Old French,French",Old French,French,yellow,24
"Old French,French,Greek",Old French,French,baby,23
"French,Old French",French,Old French,bar,23
"Irish,German,Old Norse,Latin,Norse,Old French,French,American English,English,Greek,Sanskrit,Old Saxon,Old Irish,Germanic,Welsh,Old English,Old Frisian",Irish,German,cat,23
,,,court,23
French,French,,deep,23
"French,Old French,Greek",French,Old French,during,23
"French,Latin,Greek,Old French",French,Latin,easy,23
"Old French,French,Greek,Latin",Old French,French,fact,23
"Old Norse,Germanic,German,Latin,Norse,Old French,French,Greek,Sanskrit",Old Norse,Germanic,fat,23
"Old Norse,Norse,Old French,French,Greek,Sanskrit,Latin",Old Norse,Norse,fear,23
"French,Old French,Greek",French,Old French,funeral,23
,,,girls,23
"Old Norse,Norse,Germanic,Sanskrit,Old French,French,Greek,Latin,German",Old Norse,Norse,guest,23
"Norse,Old Norse,Sanskrit,Greek,Latin,Old French,French,Germanic,German",Norse,Old Norse,hundred,23
,,,hynes,23
"French,Old French",French,Old French,id,23
,,,jew,23
"French,Old French",French,Old French,large,23
,,,no-one,23
,,,pair,23
French,French,,pity,23
,,,quietly,23
"Latin,Greek,Old French,Old Norse,French,German,Germanic,Sanskrit,Norse",Latin,Greek,school,23
,,,sight,23
French,French,,since,23
,,,stuck,23
"Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Old Norse,Old French,youth,23
,,,—ay,23
,,,—we,23
,,,ate,22
,,,ay,22
,,,boys,22
,,,byrne,22
"French,Sanskrit,Old French,Norse,Latin,Greek",French,Sanskrit,coffin,22
,,,davy,22
,,,didnt,22
,,,drank,22
,,,dress,22
,,,dying,22
,,,e,22
,,,either,22
"Latin,Sanskrit,Greek,Old French,French",Latin,Sanskrit,else,22
,,,fellows,22
"French,Old French",French,Old French,front,22
"French,Old French,Norse,Greek,Old Norse,Sanskrit,Latin,Germanic,German",French,Old French,garden,22
"Old French,Sanskrit,French,Latin,Greek",Old French,Sanskrit,happy,22
French,French,,itself,22
"Old Norse,Norse,Sanskrit,Old French,Germanic,French,Latin,Greek,German",Old Norse,Norse,kitchen,22
,,,known,22
French,French,,living,22
,,,moon,22
French,French,,natural,22
"French,Old French",French,Old French,page,22
"Germanic,Greek,German,Old French,English,French,Sanskrit,Latin,Old Norse,Norse",Germanic,Greek,penny,22
"German,Greek,Norse,Old French,French,Old Norse,Latin,Sanskrit,Germanic,English",German,Greek,rich,22
French,French,,short,22
,,,sometimes,22
"German,English,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit,Germanic",German,English,south,22
"Latin,Greek,Old French,Old Norse,Norse,French,Sanskrit",Latin,Greek,understand,22
"French,Old French",French,Old French,use,22
"French,Old French",French,Old French,various,22
,,,william,22
,,,wrote,22
,,,—come,22
,,,5,21
French,French,,almost,21
"Germanic,German,French,Old Norse,Greek,Old French,Sanskrit,Latin,Norse",Germanic,German,birth,21
French,French,,broke,21
"French,Old French,Latin,Greek,Norse,Sanskrit",French,Old French,car,21
,,,doorway,21
,,,eh,21
French,French,,floor,21
,,,flowers,21
,,,hours,21
,,,james,21
,,,kinch,21
French,French,,kiss,21
"French,Old French,Greek",French,Old French,language,21
"Germanic,German,Greek,Old Norse,Old French,French,Norse,Sanskrit,Latin",Germanic,German,late,21
"Greek,Latin,Old French,French",Greek,Latin,laughter,21
,,,lidwell,21
,,,meet,21
French,French,,meeting,21
French,French,,neck,21
"Old Norse,Latin,Greek,French,Old French,Norse,Sanskrit",Old Norse,Latin,none,21
,,,opened,21
"French,Old French",French,Old French,present,21
"Old French,French,Greek",Old French,French,quay,21
"French,Old French",French,Old French,reverend,21
,,,shook,21
"Old French,French,Greek,Sanskrit,Latin",Old French,French,shut,21
,,,taken,21
,,,teeth,21
,,,threw,21
,,,throw,21
"Greek,Norse,Old French,French,Latin,Sanskrit",Greek,Norse,top,21
,,,trees,21
,,,w,21
,,,wouldnt,21
,,,yourself,21
"Old French,French",Old French,French,beyond,20
,,,blessed,20
,,,boardman,20
"German,Germanic,Norse,Latin,Old French,French,Greek,Sanskrit,Old Norse",German,Germanic,butter,20
"Latin,Old French,French,Greek",Latin,Old French,cap,20
,,,ears,20
,,,everything,20
,,,gazed,20
,,,herself,20
"Old French,French",Old French,French,indeed,20
"Old French,French",Old French,French,inside,20
,,,jesus,20
,,,legs,20
,,,lines,20
"Old French,French,Latin,Greek",Old French,French,lower,20
French,French,,lynch,20
,,,makes,20
"French,Latin,Old French,Greek,Norse,Old Norse,Sanskrit,German",French,Latin,memory,20
,,,o'madden,20
,,,outside,20
,,,paid,20
"Old French,Latin,French,Greek,Norse,Sanskrit,Germanic,German,Old Norse",Old French,Latin,per,20
,,,public,20
"French,Old French",French,Old French,race,20
"Old Norse,Norse,Sanskrit,Old French,German,French,Latin,Greek",Old Norse,Norse,row,20
"Old French,French",Old French,French,seeing,20
"English,American English,Germanic,Latin,German,Old French,French,Irish,Welsh,Greek,Sanskrit,Old Norse,Norse,Old English",English,American English,seven,20
"Norse,Greek,Old French,Latin,English,Sanskrit,Old English,French,Germanic,American English,Old Norse,German",Norse,Greek,silk,20
"Latin,German,Old French,Germanic,French,Greek,Sanskrit,Old Norse,Norse",Latin,German,sit,20
"French,Old French",French,Old French,skirt,20
French,French,,slow,20
"Old Norse,Sanskrit,Greek,Old French,French,Latin,German,Norse",Old Norse,Sanskrit,soap,20
"Norse,Old French,French,Greek,Latin,Sanskrit",Norse,Old French,speech,20
,,,theyre,20
,,,touched,20
,,,waited,20
"German,Old Norse,Greek,Norse,Old French,French,Sanskrit,Latin",German,Old Norse,wish,20
"Greek,Latin,Old French,French",Greek,Latin,bald,19
"Germanic,German,Norse,Old French,French,Greek,Sanskrit,Latin,Old Norse",Germanic,German,beard,19
,,,bottom,19
,,,castle,19
,,,close,19
,,,closed,19
,,,collar,19
"French,Old French",French,Old French,college,19
"French,Greek,Old French,Sanskrit,Latin",French,Greek,crown,19
French,French,,de,19
,,,dillon,19
"Greek,Old French,French",Greek,Old French,dilly,19
"French,Old French",French,Old French,double,19
,,,faces,19
"Norse,Old Norse,Old French,French,Latin,Greek,Sanskrit",Norse,Old Norse,fall,19
"French,Greek,Latin,Old French",French,Greek,family,19
,,,flesh,19
,,,friends,19
,,,gate,19
,,,glasses,19
French,French,,hamlet,19
French,French,,hole,19
"French,Greek,Old French,Sanskrit,Latin",French,Greek,instance,19
,,,laugh,19
"Latin,Greek,French,Old French",Latin,Greek,lightly,19
,,,liked,19
,,,machugh,19
"French,Old French",French,Old French,means,19
,,,menton,19
"Sanskrit,Old French,Old Norse,French,Latin,Greek,Norse",Sanskrit,Old French,middle,19
French,French,,mourning,19
,,,patrick,19
,,,points,19
,,,prince,19
,,,probably,19
,,,putting,19
,,,ring,19
,,,save,19
"Old French,French",Old French,French,secret,19
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,shirt,19
"French,Old French,Greek,Norse,Sanskrit,Latin",French,Old French,sound,19
,,,spanish,19
"French,Old French,Latin,Greek",French,Old French,strange,19
"Greek,Old French,Latin,French",Greek,Old French,tall,19
"French,Old French",French,Old French,terry,19
,,,thats,19
"Sanskrit,Latin,Old French,French,Greek,Norse",Sanskrit,Latin,thick,19
,,,watched,19
,,,waves,19
,,,wine,19
French,French,,worth,19
,,,—but,19
,,,—good,19
,,,1,18
"Greek,Old French,French",Greek,Old French,amid,18
,,,asking,18
French,French,,bantam,18
"French,Old French",French,Old French,bay,18
,,,bell,18
"Latin,Old French,French,Greek",Latin,Old French,buy,18
"French,Old French,Sanskrit,Norse,Greek,Latin",French,Old French,catch,18
French,French,,clothes,18
,,,cream,18
"French,Old French",French,Old French,cross,18
,,,crossed,18
,,,doran,18
,,,dr,18
"Old French,Greek,French,Sanskrit,Latin",Old French,Greek,dull,18
,,,folded,18
,,,giving,18
,,,glance,18
,,,glanced,18
,,,goes,18
,,,ground,18
"German,Norse,Latin,Sanskrit,Old French,French,Old Norse,Greek",German,Norse,hate,18
,,,hats,18
"Latin,Greek,Old French,French,Sanskrit,Norse",Latin,Greek,heaven,18
,,,horses,18
,,,however,18
,,,husband,18
,,,keys,18
,,,looks,18
,,,moses,18
,,,park,18
"German,Old Norse,Greek,Old French,French,Norse,Sanskrit,Latin",German,Old Norse,pound,18
"Old French,French",Old French,French,quid,18
"Germanic,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Germanic,German,rain,18
"French,Old French,Greek",French,Old French,reason,18
,,,remembered,18
,,,rising,18
"Germanic,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Germanic,German,sin,18
,,,sing,18
,,,softly,18
,,,space,18
,,,stars,18
,,,stones,18
"French,Old French",French,Old French,story,18
"French,Old French",French,Old French,stuff,18
,,,talk,18
"Welsh,Germanic,English,German,Old Norse,Sanskrit,Old French,French,Old Saxon,Old Irish,Latin,Greek,Norse,Irish,Old English,American English",Welsh,Germanic,third,18
,,,tiny,18
,,,tweedy,18
,,,—are,18
,,,—they,18
"French,Old French",French,Old French,afraid,17
French,French,,aside,17
French,French,,attention,17
,,,b,17
"French,Old French,Greek",French,Old French,bag,17
,,,bottle,17
"Latin,Greek,Sanskrit,French,Old French",Latin,Greek,breakfast,17
,,,calls,17
"Latin,Old French,Greek,Old Norse,French,Sanskrit,Norse",Latin,Old French,candle,17
,,,cool,17
"German,Old Norse,Norse,Old French,French,Greek,Latin,Sanskrit",German,Old Norse,eleven,17
,,,english,17
,,,entered,17
,,,feeling,17
French,French,,flat,17
,,,forgot,17
,,,forms,17
,,,gets,17
"American English,English,Germanic,German,Irish,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit,Welsh,Old English",American English,English,ghost,17
"Greek,Old French,French",Greek,Old French,golden,17
"Latin,Norse,Old French,French,Greek,Sanskrit",Latin,Norse,heat,17
,,,hed,17
,,,houses,17
French,French,,image,17
"French,Old French",French,Old French,influence,17
,,,jingle,17
,,,kissed,17
,,,knife,17
French,French,,knock,17
,,,led,17
"German,Germanic,Sanskrit,Latin,Old French,French,American English,English,Greek,Old Norse,Norse",German,Germanic,listen,17
"French,Old French,Greek,Latin",French,Old French,male,17
,,,nodded,17
"French,Old French",French,Old French,noise,17
,,,placed,17
,,,places,17
"Old French,Greek,Latin,Norse,French,Sanskrit",Old French,Greek,pure,17
,,,queer,17
,,,rolled,17
"French,Old French",French,Old French,roman,17
,,,seems,17
,,,sides,17
"French,Old French,Greek",French,Old French,simple,17
,,,speaking,17
,,,staring,17
,,,starts,17
"English,American English,Norse,Sanskrit,Old French,French,Greek,Latin,Germanic,Old Norse,German",English,American English,thousand,17
"Old Norse,French,Latin,Greek,German,Old French,Sanskrit,Norse",Old Norse,French,tight,17
French,French,,tomorrow,17
,,,tongue,17
,,,voices,17
,,,watching,17
,,,waters,17
"Latin,Old French,Sanskrit,French,Greek",Latin,Old French,wet,17
"Old French,French",Old French,French,whom,17
,,,wild,17
"French,Greek,Old French",French,Greek,bank,16
,,,bought,16
,,,chair,16
"French,Greek,Old French",French,Greek,character,16
,,,chords,16
,,,coat,16
"Old French,French",Old French,French,common,16
"French,Sanskrit,Old French,Germanic,Norse,Latin,Greek,English,German,Old Norse",French,Sanskrit,die,16
,,,dirty,16
,,,dont,16
French,French,,envelope,16
"French,Old French",French,Old French,example,16
French,French,,following,16
,,,forgotten,16
"French,Old French",French,Old French,gentle,16
French,French,,grace,16
,,,hes,16
,,,holles,16
"Old French,French",Old French,French,inner,16
,,,jacky,16
French,French,,kidney,16
"Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old French,learn,16
,,,lived,16
"Germanic,German,Old Norse,Old French,French,English,Latin,Greek,Norse,Sanskrit",Germanic,German,loud,16
,,,loves,16
"Old French,French",Old French,French,luck,16
,,,lyons,16
"American English,Germanic,Sanskrit,Norse,Old French,Old English,French,English,Latin,Greek,German,Old Norse",American English,Germanic,meat,16
"German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",German,Old Norse,month,16
French,French,,national,16
French,French,,perfume,16
"French,Greek,Old French,Latin",French,Greek,period,16
,,,peter,16
"Old French,French",Old French,French,phenomenon,16
"French,Old French,Sanskrit,Greek,Latin,Norse",French,Old French,piece,16
,,,porter,16
,,,railway,16
,,,ran,16
"Old French,French",Old French,French,ship,16
"Greek,Old Norse,Old French,German,French,Latin,Norse,Sanskrit",Greek,Old Norse,shot,16
,,,shoulder,16
,,,shoulders,16
"French,Old French",French,Old French,sign,16
,,,straight,16
,,,sugar,16
,,,suit,16
,,,theres,16
"Greek,Old French,French,Latin,Sanskrit",Greek,Old French,tower,16
"Old Norse,Norse,Latin,Sanskrit,Old French,French,Greek",Old Norse,Norse,ward,16
"French,Old Norse,Greek,Old French,Latin,Norse,Sanskrit",French,Old Norse,weak,16
,,,whatever,16
,,,whispered,16
French,French,,writing,16
,,,—hello,16
French,French,,address,15
"French,Old French,Greek",French,Old French,ancient,15
,,,captain,15
,,,carried,15
"French,Old French,Greek",French,Old French,cause,15
,,,clock,15
,,,doctor,15
,,,drawn,15
"Latin,Norse,Old French,French,Greek,Sanskrit",Latin,Norse,drop,15
French,French,,drove,15
"Norse,Greek,Old French,Old Norse,French,Sanskrit,Latin",Norse,Greek,dry,15
"Old Norse,Germanic,Latin,Norse,French,Old French,Greek,Sanskrit,German",Old Norse,Germanic,fifteen,15
"Old English,Germanic,Norse,Sanskrit,Old French,French,Irish,English,Greek,Latin,German,Old Norse,Welsh,American English",Old English,Germanic,fish,15
,,,flow,15
,,,gravely,15
,,,handed,15
,,,handkerchief,15
,,,hanging,15
"French,Old French",French,Old French,imagine,15
French,French,,knee,15
