ranked languages,root language,second language,word,word count
,,,cotter,12
French,French,,darkness,12
"French,Greek,Old French,Latin",French,Greek,decent,12
,,,drawing-room,12
,,,dressed,12
"Irish,Germanic,English,Greek,German,Old French,Welsh,French,Old English,Sanskrit,Latin,Old Norse,Norse,American English,Old Irish",Irish,Germanic,ear,12
,,,fallen,12
"Old Norse,Germanic,German,Latin,Norse,Old French,French,Greek,Sanskrit",Old Norse,Germanic,fat,12
,,,getting,12
,,,humour,12
"Greek,Old French,French",Greek,Old French,idea,12
,,,job,12
,,,known,12
"French,Greek,Old French,Sanskrit,Latin",French,Greek,lamp,12
,,,led,12
,,,leo,12
"German,Germanic,Sanskrit,Latin,Old French,French,American English,English,Greek,Old Norse,Norse",German,Germanic,listen,12
French,French,,living,12
"French,Old French",French,Old French,opinion,12
,,,outside,12
,,,overcoat,12
"French,Old French",French,Old French,pale,12
French,French,,place,12
"Old French,French",Old French,French,pocket,12
"Old French,French,Greek",Old French,French,quay,12
,,,raised,12
"French,Old French,Greek",French,Old French,seem,12
"English,Germanic,Sanskrit,German,Old French,French,Irish,Greek,Latin,Old Norse,Norse,Old English,American English,Welsh",English,Germanic,son,12
,,,speaking,12
"French,Old French,Latin,Greek",French,Old French,strange,12
,,,sunday,12
,,,taking,12
"Greek,German,Sanskrit,French,Old French,Norse,Germanic,Old Norse,Latin,English",Greek,German,tea,12
,,,trying,12
"French,Old French",French,Old French,wait,12
,,,weathers,12
"German,Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",German,Greek,week,12
,,,wondered,12
"French,Old French",French,Old French,accident,11
French,French,,ago,11
,,,arranged,11
,,,became,11
"Latin,Old French,French,Greek",Latin,Old French,buy,11
"Latin,Old French,French,Greek",Latin,Old French,cap,11
"French,Old French",French,Old French,committee,11
,,,concerts,11
,,,donnelly,11
"Old French,French,Greek,Latin",Old French,French,fact,11
"Old Norse,Norse,Old French,French,Greek,Sanskrit,Latin",Old Norse,Norse,fear,11
,,,fingers,11
French,French,,foot,11
,,,frank,11
,,,gazed,11
,,,giving,11
,,,healy,11
,,,honour,11
,,,johnny,11
"Latin,Norse,Old French,French,Sanskrit,Greek,German,Old Norse",Latin,Norse,king,11
,,,laid,11
"Latin,Greek,French,Old French",Latin,Greek,lightly,11
,,,longed,11
,,,manager,11
,,,married,11
"French,Old French",French,Old French,nature,11
French,French,,o'clock,11
,,,pass,11
,,,porter,11
"French,Old French",French,Old French,present,11
,,,running,11
"Latin,Old French,French,Greek,Norse,Sanskrit",Latin,Old French,soft,11
"Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old French,sorry,11
"French,Old French,Greek,Norse,Sanskrit,Latin",French,Old French,sound,11
"Germanic,Latin,Sanskrit,Old French,French,English,Greek,Norse,German,Old Norse",Germanic,Latin,summer,11
"French,Old French",French,Old French,supper,11
"Latin,Norse,French,Old French,Greek,Sanskrit",Latin,Norse,thanks,11
French,French,,themselves,11
"Sanskrit,Latin,Old French,French,Greek,Norse",Sanskrit,Latin,thick,11
"Greek,Old French,French,Latin,Norse,Sanskrit,Old Norse",Greek,Old French,throat,11
French,French,,touch,11
"French,Old French",French,Old French,train,11
,,,wild,11
"German,Old Norse,Germanic,Sanskrit,Norse,Old French,French,Latin,Greek,English",German,Old Norse,write,11
,,,written,11
,,,yourself,11
"French,Old French,Greek",French,Old French,affair,10
French,French,,anyone,10
"French,Greek,Old French",French,Greek,bank,10
,,,besides,10
,,,bought,10
"Norse,Latin,Sanskrit,Old French,French,Old Norse,Greek",Norse,Latin,bright,10
"Latin,Old French,Greek,Old Norse,French,Sanskrit,Norse",Latin,Old French,candle,10
,,,carried,10
"French,Old French",French,Old French,chapel,10
,,,collar,10
"French,Old French,Latin,Greek",French,Old French,cry,10
,,,drew,10
"German,Old Norse,Old French,French,Latin,Greek,Norse,Sanskrit",German,Old Norse,eat,10
,,,ended,10
,,,express,10
"English,Old English,Germanic,Sanskrit,German,Old French,French,Greek,Latin,Old Norse,Norse,American English",English,Old English,eye,10
French,French,,fair,10
"Norse,Old French,French,Greek,Latin,Sanskrit",Norse,Old French,forget,10
"French,Greek,Old French",French,Greek,general,10
"Greek,Old Norse,Old French,French,Latin,Sanskrit,Norse",Greek,Old Norse,glad,10
,,,grown,10
,,,halted,10
French,French,,hardly,10
"German,Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",German,Greek,help,10
"Germanic,German,Old Norse,Norse,Sanskrit,Old French,French,Latin,Greek",Germanic,German,hill,10
French,French,,horse,10
,,,john,10
,,,longer,10
"Old French,French,Latin,Greek",Old French,French,lower,10
,,,making,10
"French,Old French,Greek,Latin",French,Old French,minute,10
,,,moved,10
French,French,,neck,10
French,French,,nobody,10
,,,notes,10
"French,Old French,Greek",French,Old French,pantry,10
,,,paused,10
"French,Old French,Norse,Sanskrit,Greek,Latin,Old Norse",French,Old French,please,10
"French,Old French,Greek",French,Old French,reason,10
"Old Norse,Norse,Sanskrit,Old French,German,French,Latin,Greek",Old Norse,Norse,row,10
,,,saturday,10
,,,slightly,10
,,,softly,10
,,,someone,10
,,,struck,10
,,,talked,10
"Greek,Old French,Latin,French",Greek,Old French,tall,10
,,,turning,10
"French,Old French,German,Norse,Sanskrit,Latin,Old Norse,Greek",French,Old French,uncle,10
,,,within,10
"German,Norse,Old French,Greek,Germanic,French,Sanskrit,Latin,Old Norse",German,Norse,wrong,10
,,,wrote,10
French,French,,address,9
,,,agreed,9
"Old French,French",Old French,French,bazaar,9
,,,begun,9
,,,bell,9
,,,boldly,9
French,French,,book,9
"Greek,Old French,French",Greek,Old French,breath,9
French,French,,broke,9
French,French,,broken,9
,,,cards,9
"French,Greek,Old French",French,Greek,charge,9
"Greek,Old French,French,Latin",Greek,Old French,cigarette,9
,,,clock,9
"Old French,French",Old French,French,conscious,9
"French,Old French",French,Old French,cross,9
French,French,,deep,9
,,,downstairs,9
,,,dressing-room,9
"Old French,Greek,French,Sanskrit,Latin",Old French,Greek,dull,9
,,,explained,9
,,,faces,9
"Norse,Old Norse,Old French,French,Latin,Greek,Sanskrit",Norse,Old Norse,fall,9
"French,Greek,Latin,Old French",French,Greek,family,9
,,,feeling,9
,,,finished,9
French,French,,fond,9
,,,forward,9
"French,Old French",French,Old French,given,9
,,,ground,9
,,,heavy,9
"Old Norse,Norse,Sanskrit,Old French,Germanic,French,Latin,Greek,German",Old Norse,Norse,kitchen,9
,,,knees,9
,,,less,9
,,,liked,9
,,,lord,9
,,,mistake,9
"French,Old French",French,Old French,note,9
,,,ones,9
,,,ourselves,9
"French,Old French,Greek",French,Old French,pay,9
,,,photograph,9
"French,Greek,Old French,Sanskrit,Latin",French,Greek,plate,9
,,,plates,9
French,French,,pleasant,9
,,,pleasure,9
,,,properly,9
French,French,,quiet,9
,,,quietly,9
"Germanic,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Germanic,German,rain,9
,,,received,9
,,,seconds,9
"Old French,French",Old French,French,show,9
,,,showed,9
"French,Old French",French,Old French,skirt,9
"French,Old French",French,Old French,society,9
French,French,,somewhat,9
,,,spent,9
"French,Old French,Greek",French,Old French,station,9
French,French,,strong,9
French,French,,subject,9
"Latin,Norse,Old French,French,Greek,Sanskrit,German,Old Norse",Latin,Norse,thank,9
"Old French,French,Greek",Old French,French,thin,9
,,,thinking,9
French,French,,trouble,9
,,,understood,9
"Greek,Old French,French",Greek,Old French,upper,9
"French,Old French,Greek",French,Old French,visit,9
,,,west,9
"Old French,French",Old French,French,yellow,9
"Old French,French",Old French,French,baritone,8
"French,Old French",French,Old French,bass,8
"Greek,Old French,French,Latin,Norse,Sanskrit",Greek,Old French,begin,8
"Sanskrit,Old French,French,Greek,Latin,Norse",Sanskrit,Old French,break,8
"German,Germanic,Old Norse,Greek,Norse,Old French,French,American English,English,Latin,Sanskrit,Old English,Welsh",German,Germanic,brother,8
,,,candles,8
,,,changed,8
,,,clapping,8
French,French,,clothes,8
"French,Old French,Greek,Latin",French,Old French,companion,8
,,,covered,8
,,,daly,8
"Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse",Latin,German,dear,8
French,French,,desire,8
,,,dish,8
,,,distance,8
,,,doors,8
,,,doorway,8
French,French,,drove,8
,,,duffy,8
,,,ears,8
,,,escaped,8
"French,Old French",French,Old French,except,8
,,,fellows,8
"Latin,Old French,French,Greek,Sanskrit,Old Norse,Norse,Germanic,German",Latin,Old French,fist,8
"Norse,Sanskrit,Old French,French,Latin,Greek",Norse,Sanskrit,free,8
,,,french,8
,,,gathered,8
,,,goes,8
,,,goloshes,8
French,French,,grace,8
"French,Old French",French,Old French,habit,8
"Old French,Sanskrit,French,Latin,Greek",Old French,Sanskrit,happy,8
,,,helped,8
,,,hoped,8
"French,Old French",French,Old French,hospitality,8
"French,Old French",French,Old French,hotel,8
,,,hours,8
,,,ireland,8
,,,james,8
,,,leaning,8
,,,loudly,8
"French,Norse,Old French,Greek,Sanskrit,Latin",French,Norse,low,8
,,,madam,8
"French,Greek,Old French,Latin,Sanskrit",French,Greek,mass,8
,,,melancholy,8
,,,nervously,8
,,,o'halloran,8
,,,o'madden,8
,,,pa,8
,,,pair,8
,,,passing,8
,,,phrase,8
French,French,,pity,8
,,,placed,8
"French,Old French,Latin,Greek",French,Old French,plain,8
"French,Old French",French,Old French,platform,8
,,,pupils,8
,,,ring,8
,,,shouted,8
"Old English,Welsh,Sanskrit,German,Old French,French,Greek,Latin,Old Norse,Norse,English,Germanic,American English",Old English,Welsh,silver,8
,,,sinico,8
"Dutch,American English,Old English,Germanic,Latin,German,Old French,French,Old Frisian,Old Saxon,Greek,Sanskrit,Old Norse,Norse,Old Irish,Welsh,English,Irish",Dutch,American English,six,8
French,French,,smoke,8
,,,spite,8
,,,staircase,8
"Greek,Norse,Old French,Old Norse,French,Sanskrit,Latin",Greek,Norse,stick,8
,,,stories,8
,,,task,8
,,,tears,8
,,,teeth,8
,,,telling,8
,,,tommy,8
,,,touched,8
,,,upstairs,8
"French,Old French",French,Old French,use,8
,,,waltz,8
,,,wandered,8
French,French,,water,8
"Old French,French,Latin,Greek",Old French,French,welcome,8
"Old French,French",Old French,French,whom,8
"Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Old Norse,Old French,youth,8
French,French,,already,7
French,French,,anger,7
,,,appeared,7
"French,Greek,Old French,Latin,Sanskrit",French,Greek,audience,7
,,,aunts,7
"French,Old French,Greek",French,Old French,bag,7
,,,banisters,7
"Old French,French",Old French,French,beyond,7
,,,bowed,7
,,,brows,7
"Greek,Old French,French,Latin",Greek,Old French,care,7
"French,Old French,Latin,Greek",French,Old French,cashier,7
,,,catholic,7
,,,ceased,7
,,,cheeks,7
,,,christmas,7
,,,circle,7
,,,clear,7
,,,cleared,7
,,,coat,7
"French,Old French,Greek",French,Old French,convent,7
,,,cover,7
,,,crossed,7
"Greek,Old French,French,Latin",Greek,Old French,cut,7
,,,delacour,7
"French,Old French",French,Old French,different,7
"French,Old French",French,Old French,distant,7
,,,doing,7
French,French,,doubt,7
,,,drawn,7
,,,drinking,7
"Old French,French",Old French,French,drunk,7
"American English,English,Germanic,Old Norse,German,Old French,French,Latin,Greek,Norse,Sanskrit",American English,English,edge,7
,,,empty,7
,,,everybody,7
,,,excited,7
,,,excitement,7
,,,farley,7
,,,features,7
,,,finally,7
,,,finish,7
,,,firmly,7
"Greek,French,Old French",Greek,French,forehead,7
"Latin,French,Old French,Greek",Latin,French,freeman,7
French,French,,friendly,7
"French,Old French,Norse,Greek,Old Norse,Sanskrit,Latin,Germanic,German",French,Old French,garden,7
"Old French,Sanskrit,Latin,Greek,French",Old French,Sanskrit,gas,7
,,,german,7
"Sanskrit,Greek,Old French,Latin,Norse,French",Sanskrit,Greek,ginger,7
"Old Norse,German,Norse,Latin,Sanskrit,Old French,French,English,Greek,American English,Germanic",Old Norse,German,goose,7
French,French,,grand,7
,,,handed,7
,,,happened,7
,,,happiness,7
,,,holding,7
French,French,,huge,7
"Old French,French",Old French,French,indeed,7
"French,Old French",French,Old French,influence,7
,,,injured,7
,,,invited,7
,,,later,7
,,,lead,7
,,,leaving,7
,,,leonard,7
"French,Greek,Old French,Sanskrit,Norse,Latin",French,Greek,letter,7
,,,lifted,7
,,,lines,7
,,,lying,7
,,,mantelpiece,7
,,,michael,7
"Sanskrit,Old French,Old Norse,French,Latin,Greek,Norse",Sanskrit,Old French,middle,7
"Old French,French",Old French,French,mirror,7
"French,Old French",French,Old French,moist,7
,,,named,7
"Old Norse,Latin,Greek,French,Old French,Norse,Sanskrit",Old Norse,Latin,none,7
,,,notice,7
,,,noticed,7
,,,obliged,7
,,,park,7
,,,pointed,7
,,,position,7
,,,pretty,7
"Old French,Germanic,Greek,Sanskrit,German,Old Norse,French,English,Norse,Latin",Old French,Germanic,proud,7
"Latin,Sanskrit,Greek,French,Old French,Norse",Latin,Sanskrit,pudding,7
,,,punch,7
,,,railings,7
French,French,,reading,7
"French,Old French,Greek",French,Old French,religion,7
,,,rested,7
,,,sake,7
"Old French,French",Old French,French,secret,7
,,,simply,7
,,,spirit,7
"French,Old French",French,Old French,splendid,7
,,,stared,7
,,,staring,7
"Norse,Old French,French,Greek,Sanskrit,Latin,Old Norse",Norse,Old French,step,7
"French,Old French",French,Old French,stuff,7
,,,style,7
"French,Old French",French,Old French,sudden,7
,,,takes,7
"Greek,French,Old French",Greek,French,therefore,7
,,,thrown,7
,,,tip,7
,,,toast,7
"Greek,Norse,Old French,French,Latin,Sanskrit",Greek,Norse,top,7
French,French,,try,7
,,,useless,7
,,,watching,7
"Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse,Germanic",Latin,German,whole,7
French,French,,writing,7
"French,Old French,Greek",French,Old French,able,6
French,French,,account,6
,,,adventure,6
,,,afterwards,6
French,French,,alive,6
"Old French,Greek,French",Old French,Greek,allow,6
,,,alphy,6
,,,american,6
"French,Old French",French,Old French,angry,6
,,,annie,6
French,French,,anyway,6
French,French,,applause,6
,,,arranging,6
French,French,,aside,6
,,,asking,6
,,,ate,6
,,,awkward,6
"Germanic,German,Old Norse,Sanskrit,Norse,French,Old French,Latin,Greek,American English,English",Germanic,German,beer,6
French,French,,below,6
,,,bent,6
,,,blind,6
French,French,,butler,6
"French,Old French,Greek",French,Old French,cabbage,6
,,,cabman,6
,,,calling,6
,,,cases,6
"Norse,Greek,Old French,French,Sanskrit,Latin",Norse,Greek,cheek,6
,,,coloured,6
,,,comes,6
,,,cool,6
,,,corkscrew,6
French,French,,curate,6
"French,Old French,Greek",French,Old French,curious,6
,,,deceased,6
"Latin,Old Norse,Old French,Norse,German,French,Sanskrit,Greek",Latin,Old Norse,devil,6
"French,Sanskrit,Old French,Germanic,Norse,Latin,Greek,English,German,Old Norse",French,Sanskrit,die,6
"French,Old French",French,Old French,difficulty,6
"Old Norse,Norse,Old French,French,Latin,Greek,Sanskrit",Old Norse,Norse,drive,6
,,,duties,6
French,French,,earnestly,6
"Sanskrit,German,Old French,French,Germanic,Latin,Greek,Old Norse,Norse",Sanskrit,German,earth,6
French,French,,ease,6
,,,eating,6
,,,ends,6
"French,Greek,Old French",French,Greek,enthusiasm,6
French,French,,escape,6
,,,evidently,6
,,,expressed,6
"French,Old French",French,Old French,failure,6
"French,Greek,Old French,Latin",French,Greek,faith,6
"French,Old French",French,Old French,final,6
,,,fixed,6
French,French,,following,6
,,,forgotten,6
,,,fro,6
"French,Old French",French,Old French,gallery,6
,,,galway,6
,,,gazing,6
"French,Old French",French,Old French,generation,6
,,,george,6
,,,gravely,6
,,,guests,6
,,,hall-door,6
,,,hearers,6
,,,heels,6
,,,higgins,6
"Sanskrit,Old Norse,Old French,French,Greek,Latin,Norse",Sanskrit,Old Norse,hold,6
"French,Old French,Latin,Sanskrit,Greek",French,Old French,human,6
"Old French,French",Old French,French,hung,6
French,French,,ill,6
French,French,,image,6
"French,Old French",French,Old French,intention,6
,,,iron,6
"French,Greek,Old French,Norse,Sanskrit,Latin",French,Greek,joy,6
French,French,,knock,6
,,,knows,6
,,,lamps,6
"Germanic,Greek,Norse,Old French,American English,French,German,Old Norse,Latin,Sanskrit,English",Germanic,Greek,land,6
,,,landing,6
,,,laugh,6
,,,letters,6
,,,lighted,6
,,,line,6
French,French,,lively,6
,,,manners,6
French,French,,martin,6
,,,meant,6
French,French,,meeting,6
"French,Greek,Old French",French,Greek,melody,6
,,,memories,6
,,,minds,6
,,,musical,6
,,,names,6
,,,nannie,6
,,,nationalist,6
,,,north,6
,,,o'callaghan,6
,,,observed,6
French,French,,odour,6
French,French,,offer,6
"Greek,Old French,French",Greek,Old French,opera,6
,,,ordered,6
,,,pace,6
"French,Old French",French,Old French,page,6
"French,Old French",French,Old French,pain,6
,,,pat,6
"Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old French,path,6
,,,paying,6
,,,places,6
,,,poems,6
,,,pointing,6
"German,Old Norse,Greek,Old French,French,Norse,Sanskrit,Latin",German,Old Norse,pound,6
,,,pressed,6
French,French,,private,6
,,,proceeded,6
,,,public-house,6
,,,pulled,6
"French,Old French",French,Old French,purpose,6
"French,Old French,Greek",French,Old French,quarter,6
,,,questions,6
,,,railway,6
,,,rapidly,6
,,,recognised,6
"French,Old French",French,Old French,religious,6
"French,Old French",French,Old French,respect,6
"Norse,Sanskrit,Old French,Old Norse,French,Greek,Latin",Norse,Sanskrit,rest,6
"French,Old French",French,Old French,review,6
,,,riviere,6
,,,rooms,6
"Sanskrit,Old English,Old French,Old Norse,French,American English,English,Norse,Germanic,Latin,Greek,German,Welsh",Sanskrit,Old English,rose,6
